   133.94 2.970E-05 
   134.68 2.908E-05 
   135.38 2.854E-05 
   136.14 2.794E-05 
   136.89 2.737E-05 
   137.70 2.678E-05 
   138.33 2.632E-05 
   139.11 2.577E-05 
   139.83 2.528E-05 
   140.57 2.477E-05 
   141.30 2.429E-05 
   142.01 2.384E-05 
   142.69 2.340E-05 
   143.35 2.300E-05 
   144.05 2.258E-05 
   144.73 2.217E-05 
   145.49 2.174E-05 
   146.20 2.134E-05 
   146.66 2.109E-05 
   147.42 2.068E-05 
   148.10 2.032E-05 
   148.83 1.994E-05 
   149.46 1.963E-05 
   150.19 1.927E-05 
   150.86 1.894E-05 
   151.49 1.864E-05 
   152.13 1.834E-05 
   152.81 1.803E-05 
   153.53 1.771E-05 
   154.27 1.739E-05 
   154.99 1.709E-05 
   155.00 1.709E-05 
   155.07 1.706E-05 
   155.16 1.702E-05 
   155.27 1.697E-05 
   155.40 1.692E-05 
   155.55 1.685E-05 
   155.74 1.678E-05 
   155.96 1.669E-05 
   156.23 1.658E-05 
   156.55 1.645E-05 
   156.94 1.630E-05 
   157.40 1.611E-05 
   157.96 1.590E-05 
   158.60 1.565E-05 
   159.24 1.541E-05 
   159.88 1.518E-05 
   160.12 1.509E-05 
   160.41 1.499E-05 
   160.76 1.486E-05 
   161.18 1.472E-05 
   161.69 1.455E-05 
   162.29 1.434E-05 
   162.94 1.413E-05 
   163.33 1.400E-05 
   163.94 1.380E-05 
   164.61 1.359E-05 
   165.21 1.340E-05 
   165.84 1.321E-05 
   166.44 1.303E-05 
   167.01 1.286E-05 
   167.61 1.269E-05 
   168.24 1.251E-05 
   168.86 1.233E-05 
   169.47 1.217E-05 
   170.16 1.199E-05 
   170.79 1.182E-05 
   171.41 1.166E-05 
   171.66 1.159E-05 
   172.24 1.145E-05 
   172.87 1.130E-05 
   173.47 1.115E-05 
   174.07 1.100E-05 
   174.65 1.087E-05 
   175.23 1.073E-05 
   175.79 1.060E-05 
   176.38 1.047E-05 
   176.92 1.035E-05 
   177.58 1.021E-05 
   178.31 1.006E-05 
   179.02 9.910E-06 
   179.70 9.773E-06 
   180.00 9.714E-06 
   180.62 9.590E-06 
   181.16 9.484E-06 
   181.81 9.359E-06 
   182.47 9.235E-06 
   183.13 9.112E-06 
   183.80 8.989E-06 
   184.01 8.952E-06 
   184.25 8.908E-06 
   184.55 8.856E-06 
   184.90 8.795E-06 
   185.32 8.721E-06 
   185.83 8.635E-06 
   186.45 8.532E-06 
   187.18 8.410E-06 
   188.06 8.267E-06 
   188.33 8.225E-06 
   191.38 7.770E-06 
   195.03 7.266E-06 
   196.66 7.054E-06 
   200.00 6.641E-06 
   208.34 5.731E-06 
   214.46 5.157E-06 
   221.79 4.554E-06 
   228.52 4.072E-06 
   230.00 3.974E-06 
   239.19 3.423E-06 
   240.00 3.379E-06 
   249.37 2.914E-06 
   256.51 2.608E-06 
   265.09 2.291E-06 
   272.88 2.038E-06 
   282.24 1.778E-06 
   290.30 1.581E-06 
   299.98 1.379E-06 
   300.00 1.377E-06 
